Index,AccX,AccY,AccZ,MagX,MagY,MagZ,GyrX,GyrY,GyrZ,Alt,Temp
531,-0.532896,0.048800,0.844240,62.799999,-4.000000,21.200001,8,-12,-11,54.125000,"33.937500
"
532,-0.529480,0.045872,0.849608,60.900002,-3.800000,16.000000,-4,0,-4,52.875000,"33.937500
"
533,-0.532896,0.046848,0.844240,60.099998,-4.200000,20.000000,30,-24,2,52.875000,"33.000000
"
534,-0.534360,0.041968,0.844240,61.700001,-3.000000,17.900000,26,-14,4,52.875000,"33.000000
"
535,-0.532896,0.042944,0.843264,61.700001,-4.700000,19.600000,36,-33,-6,54.187500,"33.937500
"
536,-0.532408,0.051728,0.850584,61.099998,-2.700000,18.500000,28,-4,3,54.187500,"33.000000
"
537,-0.536312,0.042944,0.841312,61.700001,-5.500000,20.299999,22,-16,-5,54.187500,"33.937500
"
538,-0.524600,0.051728,0.852536,61.599998,-4.000000,15.500000,13,-13,-3,52.312500,"33.937500
"
539,-0.530456,0.044896,0.845216,62.299999,-3.700000,20.200001,15,-5,3,52.312500,"33.000000
"
540,-0.530456,0.049776,0.844240,62.900002,-5.300000,19.299999,31,-40,6,52.312500,"33.000000
"
541,-0.532896,0.042944,0.849608,61.200001,-3.500000,20.600000,12,-18,2,52.937500,"33.000000
"
542,-0.531920,0.040992,0.846192,61.799999,-4.000000,18.200001,28,-18,5,52.937500,"33.000000
"
543,-0.531920,0.048800,0.845704,61.700001,-3.500000,18.799999,28,-21,-6,52.937500,"33.937500
"
544,-0.539728,0.042944,0.840336,61.299999,-5.200000,17.700001,0,46,-9,53.375000,"33.937500
"
545,-0.538264,0.040504,0.838384,61.099998,-2.200000,18.400000,12,28,6,53.375000,"33.000000
"
546,-0.530944,0.051728,0.844240,60.000000,-4.300000,20.500000,33,-26,0,53.375000,"33.000000
"
547,-0.537288,0.050752,0.841312,62.500000,-4.600000,17.799999,20,-27,-8,53.375000,"33.937500
"
548,-0.536312,0.047824,0.841312,60.799999,-3.300000,17.900000,46,-74,3,52.687500,"33.000000
"
549,-0.537776,0.044896,0.845216,60.599998,-4.800000,18.500000,14,-36,5,52.687500,"33.000000
"
550,-0.538264,0.043920,0.845704,63.299999,-4.000000,18.799999,25,-21,0,52.687500,"33.000000
"
551,-0.530456,0.044896,0.849608,61.200001,-3.200000,16.799999,10,34,5,53.562500,"33.000000
"
552,-0.544608,0.049776,0.833016,61.200001,-3.400000,19.000000,13,62,-19,53.562500,"33.937500
"
553,-0.532896,0.047824,0.843264,60.700001,-3.500000,21.400000,25,-37,-2,53.562500,"33.937500
"
554,-0.529480,0.046848,0.853024,61.400002,-5.000000,18.000000,31,-49,-1,52.562500,"33.937500
"
555,-0.532408,0.039528,0.843752,62.900002,-4.200000,16.500000,18,0,3,52.562500,"33.000000
"
556,-0.539728,0.040992,0.838384,61.299999,-3.500000,20.200001,37,-28,-1,52.562500,"33.937500
"
557,-0.529480,0.046848,0.851560,60.599998,-2.600000,17.200001,13,-5,-1,56.000000,"32.937500
"
558,-0.531920,0.042944,0.845216,61.000000,-3.800000,17.900000,21,32,5,56.000000,"32.000000
"
559,-0.527040,0.043920,0.853512,61.599998,-2.600000,17.200001,42,-96,10,56.000000,"32.000000
"
560,-0.538752,0.043920,0.845704,63.500000,-2.900000,17.000000,27,-65,8,54.437500,"33.000000
"
561,-0.539728,0.047824,0.843264,60.799999,-4.800000,15.600000,36,-16,-2,54.437500,"33.937500
"
562,-0.534360,0.047824,0.846680,61.000000,-4.700000,17.700001,-5,-7,0,54.437500,"33.000000
"
563,-0.533872,0.043920,0.847656,62.599998,-4.700000,16.299999,19,3,11,51.437500,"33.000000
"
564,-0.538752,0.045872,0.845216,61.200001,-3.200000,18.200001,38,-56,-1,51.437500,"33.937500
"
565,-0.536312,0.039528,0.846192,61.200001,-4.000000,17.400000,25,-4,-3,51.437500,"33.937500
"
566,-0.532896,0.047824,0.852048,62.900002,-5.300000,18.299999,19,5,1,50.187500,"33.000000
"
567,-0.529480,0.046848,0.847656,61.400002,-5.400000,18.900000,32,-26,5,50.187500,"33.000000
"
568,-0.525576,0.039040,0.858880,61.599998,-4.000000,18.100000,48,-129,14,50.187500,"33.000000
"
569,-0.499712,0.051728,0.866688,60.099998,-5.200000,19.700001,-2,60,-12,54.437500,"33.937500
"
570,-0.519720,0.047824,0.853024,61.799999,-3.900000,19.600000,52,-129,5,54.437500,"33.000000
"
571,-0.527528,0.043920,0.854976,61.700001,-3.700000,17.900000,17,-28,12,54.437500,"33.000000
"
572,-0.530456,0.045872,0.847656,62.099998,-4.900000,18.100000,21,-40,4,54.812500,"33.000000
"
573,-0.536312,0.045872,0.846192,61.599998,-3.300000,18.299999,21,10,-5,54.812500,"33.937500
"
574,-0.529480,0.041968,0.845704,60.099998,-5.700000,19.299999,17,48,3,54.812500,"33.000000
"
575,-0.529480,0.046848,0.849608,61.900002,-3.300000,18.799999,36,-29,-8,53.250000,"33.937500
"
576,-0.536312,0.047824,0.840336,60.700001,-3.200000,18.400000,24,-16,16,53.250000,"33.000000
"
577,-0.535336,0.048800,0.849608,60.900002,-5.300000,17.299999,19,-10,-2,53.250000,"33.937500
"
578,-0.529480,0.046848,0.843264,61.400002,-3.900000,16.299999,30,-12,-1,52.187500,"33.937500
"
579,-0.530944,0.048800,0.837408,61.299999,-3.700000,20.500000,19,-16,-4,52.187500,"33.937500
"
580,-0.536312,0.042944,0.844728,61.900002,-2.800000,19.700001,27,-8,1,52.187500,"33.000000
"
581,-0.535824,0.044896,0.845704,61.200001,-4.400000,17.700001,34,-19,-3,54.187500,"33.937500
"
582,-0.537776,0.043920,0.854000,61.500000,-3.300000,20.200001,24,-6,14,54.187500,"33.000000
"
583,-0.538264,0.047824,0.851560,62.900002,-3.700000,18.600000,16,-11,-3,54.187500,"33.937500
"
584,-0.545096,0.037576,0.835456,62.099998,-4.700000,17.700001,77,-343,22,55.375000,"33.000000
"
585,-0.454816,0.056120,0.875960,58.400002,-4.600000,20.299999,140,-170,-87,55.375000,"33.937500
"
586,-0.447008,0.062952,0.880352,56.599998,-6.700000,18.799999,6,-1,10,55.375000,"33.000000
"
587,-0.435296,0.059536,0.897920,56.000000,-6.800000,18.700001,24,-32,-1,55.375000,"33.937500
"
588,-0.444568,0.055632,0.887184,56.500000,-7.400000,18.700001,27,-25,-9,56.375000,"33.937500
"
589,-0.447496,0.058072,0.890112,56.200001,-7.500000,17.500000,32,-18,-7,56.375000,"33.937500
"
590,-0.454328,0.054656,0.888160,57.799999,-7.700000,19.500000,37,-31,6,56.375000,"33.000000
"
591,-0.451400,0.064416,0.882304,56.700001,-5.500000,20.000000,21,-28,7,53.812500,"33.000000
"
592,-0.454328,0.060024,0.887184,57.900002,-6.500000,20.400000,22,-22,5,53.812500,"33.000000
"
593,-0.455304,0.061976,0.888160,57.200001,-5.000000,19.100000,23,-7,5,53.812500,"33.000000
"
594,-0.448960,0.057584,0.885232,56.500000,-7.000000,21.000000,32,-24,6,51.625000,"33.000000
"
595,-0.452376,0.063440,0.891576,57.400002,-7.700000,18.000000,19,-13,1,51.625000,"33.000000
"
596,-0.451888,0.060024,0.893528,58.000000,-6.700000,21.799999,24,-5,1,51.625000,"33.000000
"
597,-0.450912,0.061488,0.899872,56.200001,-7.600000,20.700001,34,-18,-6,52.062500,"33.937500
"
598,-0.467016,0.058560,0.878400,57.099998,-6.900000,18.799999,-2,125,-22,52.062500,"33.937500
"
599,-0.500688,0.050752,0.861808,59.599998,-6.200000,20.900000,22,-33,4,52.062500,"33.000000
"
600,-0.505568,0.053680,0.854000,59.400002,-5.700000,18.700001,30,-23,0,54.187500,"33.000000
"
601,-0.510936,0.046848,0.855952,59.599998,-7.200000,18.700001,4,-13,1,54.187500,"33.000000
"
602,-0.512400,0.052704,0.851072,59.500000,-6.700000,18.000000,28,-13,1,54.187500,"33.000000
"
603,-0.516304,0.047824,0.854000,58.400002,-5.400000,16.900000,39,-16,-1,54.125000,"33.937500
"
604,-0.495808,0.053680,0.864736,58.400002,-6.200000,17.200001,74,-292,13,54.125000,"33.000000
"
605,-0.450912,0.062464,0.894504,57.000000,-6.300000,20.200001,32,-6,2,54.125000,"33.000000
"
606,-0.453352,0.060024,0.889136,56.299999,-7.500000,19.000000,16,-5,11,55.062500,"33.000000
"
607,-0.453352,0.061976,0.895480,55.700001,-8.700000,18.000000,28,-30,-3,55.062500,"33.937500
"
608,-0.407480,0.055632,0.907680,53.900002,-7.700000,22.900000,35,-76,-1,55.062500,"33.937500
"
609,-0.407968,0.060512,0.913048,55.200001,-6.400000,17.700001,9,-87,7,57.062500,"32.000000
"
610,-0.380640,0.053680,0.928176,54.400002,-7.400000,18.799999,5,7,4,57.062500,"32.000000
"
611,-0.385520,0.053680,0.915976,54.500000,-6.200000,19.200001,42,130,-6,57.062500,"32.937500
"
612,-0.447984,0.056608,0.883280,57.400002,-7.400000,21.900000,12,-4,-6,54.125000,"33.937500
"
613,-0.447984,0.056608,0.893528,57.599998,-6.400000,25.000000,28,-22,-8,54.125000,"33.937500
"
614,-0.499224,0.054656,0.860832,60.299999,-7.400000,18.299999,-23,210,-11,54.125000,"33.937500
"
615,-0.503128,0.053680,0.859856,59.599998,-6.800000,17.799999,25,16,1,53.062500,"33.000000
"
616,-0.508984,0.045872,0.850096,58.900002,-6.100000,17.299999,23,3,4,53.062500,"33.000000
"
617,-0.515816,0.045872,0.856928,60.599998,-6.200000,19.799999,25,-10,-3,53.062500,"33.937500
"
618,-0.513376,0.047824,0.854000,59.500000,-6.200000,18.400000,27,-19,-3,51.500000,"33.937500
"
619,-0.520208,0.046848,0.855952,60.099998,-6.700000,20.000000,19,-24,6,51.500000,"33.000000
"
620,-0.515816,0.051728,0.854976,60.500000,-6.100000,17.299999,47,5,6,51.500000,"33.000000
"
621,-0.520208,0.047824,0.853024,59.700001,-5.700000,19.600000,20,-11,-9,52.875000,"33.937500
"
622,-0.514840,0.041968,0.854976,58.200001,-6.400000,19.600000,14,-18,5,52.875000,"33.000000
"
623,-0.517768,0.044896,0.855952,58.700001,-5.500000,17.200001,26,-12,5,52.875000,"33.000000
"
624,-0.518744,0.042944,0.848632,60.099998,-6.200000,16.700001,32,-6,2,54.125000,"33.000000
"
625,-0.518256,0.044896,0.855952,58.400002,-5.600000,19.299999,8,-22,7,54.125000,"33.000000
"
626,-0.515816,0.044896,0.855952,59.700001,-5.800000,17.900000,37,-8,12,54.125000,"33.000000
"
627,-0.517280,0.050752,0.857904,61.299999,-6.800000,18.500000,24,-26,3,54.125000,"33.000000
"
628,-0.518744,0.046848,0.856928,61.400002,-6.200000,16.799999,40,-24,-2,54.125000,"33.937500
"
629,-0.514352,0.046848,0.858880,60.799999,-4.700000,19.600000,41,4,-2,54.125000,"33.937500
"
630,-0.520208,0.042944,0.853024,61.000000,-6.600000,17.500000,38,-34,8,54.125000,"33.000000
"
631,-0.518256,0.047824,0.854976,61.599998,-6.300000,21.100000,15,-3,-4,52.687500,"33.937500
"
632,-0.522648,0.047824,0.854976,59.799999,-6.800000,19.400000,18,-12,-12,52.687500,"33.937500
"
633,-0.521672,0.046848,0.854000,59.400002,-6.100000,19.400000,30,-1,4,52.687500,"33.000000
"
634,-0.519232,0.045872,0.849608,59.700001,-5.500000,18.299999,19,0,7,52.312500,"33.000000
"
635,-0.521672,0.046848,0.852048,59.900002,-6.200000,19.799999,24,-10,-10,52.312500,"33.937500
"
636,-0.488488,0.047824,0.873032,58.799999,-6.500000,18.900000,51,-90,6,52.312500,"33.000000
"
637,-0.456280,0.059048,0.888160,58.099998,-8.200000,18.799999,-3,-6,3,54.812500,"33.000000
"
638,-0.459696,0.058560,0.880352,56.900002,-7.400000,21.299999,22,-9,-1,54.812500,"33.937500
"
639,-0.459208,0.052704,0.880352,56.799999,-8.000000,19.500000,25,9,15,54.812500,"33.000000
"
640,-0.453840,0.060024,0.890112,57.299999,-7.600000,18.700001,51,-1,-7,52.625000,"33.937500
"
641,-0.502640,0.050752,0.863760,59.700001,-7.500000,18.600000,26,-58,-5,52.625000,"33.937500
"
642,-0.504592,0.043920,0.857904,59.599998,-5.700000,21.200001,23,-30,-6,52.625000,"33.937500
"
643,-0.508984,0.046848,0.854976,59.400002,-7.400000,20.700001,26,42,-11,51.812500,"33.937500
"
644,-0.517280,0.044896,0.851072,59.500000,-5.800000,19.200001,33,-14,-6,51.812500,"33.937500
"
645,-0.513376,0.042944,0.853024,59.599998,-7.200000,18.700001,22,19,-9,51.812500,"33.937500
"
646,-0.519232,0.048800,0.854000,59.799999,-6.900000,17.799999,26,-24,-10,55.437500,"33.937500
"
647,-0.513376,0.046848,0.862784,58.799999,-6.900000,16.000000,22,-18,-4,55.437500,"33.937500
"
648,-0.511912,0.048800,0.855952,60.099998,-7.500000,17.900000,12,-24,3,55.437500,"33.000000
"
649,-0.511912,0.042944,0.858880,59.299999,-6.200000,18.799999,33,7,5,56.812500,"32.000000
"
650,-0.520208,0.043920,0.846680,62.000000,-6.500000,18.299999,-4,6,-2,56.812500,"32.937500
"
651,-0.524112,0.045872,0.849608,60.799999,-6.600000,19.600000,1,56,-10,56.812500,"32.937500
"
652,-0.596336,0.028304,0.795440,62.200001,-6.800000,17.000000,14,61,-2,51.375000,"33.937500
"
653,-0.565104,0.036112,0.829600,60.400002,-5.600000,18.000000,12,-46,-11,51.375000,"33.937500
"
654,-0.561688,0.037088,0.822768,62.700001,-5.500000,16.799999,16,1,13,51.375000,"33.000000
"
655,-0.563152,0.040504,0.828136,61.900002,-6.800000,16.700001,18,-14,0,53.062500,"33.000000
"
656,-0.561688,0.037088,0.828136,61.700001,-5.300000,17.400000,28,-10,-6,53.062500,"33.937500
"
657,-0.566568,0.031232,0.827160,62.500000,-6.200000,19.100000,12,-5,2,53.062500,"33.000000
"
658,-0.559736,0.040504,0.823744,62.400002,-7.300000,15.800000,19,-23,-9,53.500000,"33.937500
"
659,-0.558272,0.034160,0.833016,62.599998,-5.900000,20.000000,46,-39,-3,53.500000,"33.937500
"
660,-0.562664,0.040504,0.815936,63.000000,-6.100000,17.200001,24,26,1,53.500000,"33.000000
"
661,-0.563640,0.036112,0.804712,62.400002,-5.800000,17.799999,22,-1,3,53.500000,"33.000000
"
662,-0.563640,0.037088,0.825208,62.299999,-7.300000,17.299999,29,-14,4,53.500000,"33.000000
"
663,-0.562664,0.043432,0.821792,62.400002,-6.400000,15.600000,12,-20,-7,53.500000,"33.937500
"
664,-0.565104,0.040016,0.817888,62.099998,-6.900000,17.400000,36,-26,-6,53.875000,"33.937500
"
665,-0.564128,0.040504,0.825696,63.000000,-6.300000,16.200001,13,-13,12,53.875000,"33.000000
"
666,-0.561688,0.035136,0.830088,63.400002,-7.600000,20.000000,5,-15,4,53.875000,"33.000000
"
667,-0.559736,0.040016,0.829600,61.700001,-5.900000,18.500000,34,-1,-5,53.875000,"33.937500
"
668,-0.560224,0.038064,0.823744,62.599998,-6.400000,18.400000,46,-33,1,52.187500,"33.000000
"
669,-0.557296,0.039040,0.836432,63.200001,-6.300000,16.600000,20,3,8,52.187500,"33.000000
"
670,-0.563152,0.038064,0.827160,63.799999,-6.100000,16.600000,15,-16,1,52.187500,"33.000000
"
671,-0.561688,0.035136,0.828136,62.000000,-7.100000,17.700001,32,-12,5,53.125000,"33.000000
"
672,-0.562664,0.036600,0.820816,60.500000,-7.000000,17.500000,31,-28,3,53.125000,"33.000000
"
673,-0.558272,0.040504,0.834480,62.599998,-6.400000,18.000000,6,-2,7,53.125000,"33.000000
"
674,-0.518256,0.044896,0.857904,60.500000,-7.200000,16.400000,56,-149,0,52.562500,"33.000000
"
675,-0.488976,0.054656,0.873032,58.299999,-6.600000,18.600000,71,-174,16,52.562500,"33.000000
"
676,-0.482144,0.056608,0.870104,58.000000,-7.200000,20.200001,31,-13,-7,52.562500,"33.937500
"
677,-0.483608,0.050752,0.858880,58.299999,-8.200000,18.500000,22,12,-1,50.500000,"33.937500
"
678,-0.476288,0.049776,0.884256,59.900002,-9.000000,19.799999,16,10,-3,50.500000,"33.937500
"
679,-0.465064,0.058560,0.892552,58.000000,-7.100000,18.400000,39,-114,-13,50.500000,"33.937500
"
680,-0.470432,0.056608,0.884256,58.099998,-11.200000,18.400000,32,0,2,53.375000,"33.000000
"
681,-0.475312,0.049776,0.878400,59.799999,-6.100000,17.799999,35,-41,9,53.375000,"33.000000
"
682,-0.466528,0.050752,0.883280,58.400002,-6.700000,20.500000,21,34,7,53.375000,"33.000000
"
683,-0.473360,0.052704,0.880352,59.000000,-8.200000,18.299999,31,-52,-4,52.562500,"33.937500
"
684,-0.488000,0.050752,0.869128,58.299999,-7.300000,19.200001,31,-50,-11,52.562500,"33.937500
"
685,-0.503128,0.049776,0.868152,58.799999,-7.400000,18.500000,27,-17,6,52.562500,"33.000000
"
686,-0.491416,0.050752,0.862784,58.700001,-5.800000,19.700001,29,-21,-2,54.687500,"33.937500
"
687,-0.490440,0.053680,0.865712,60.400002,-7.000000,19.200001,23,-92,3,54.687500,"33.000000
"
688,-0.487024,0.049776,0.866688,58.900002,-7.700000,17.600000,29,-43,12,54.687500,"33.000000
"
689,-0.489464,0.049776,0.871080,60.000000,-6.400000,18.799999,25,38,-3,56.937500,"32.937500
"
690,-0.501664,0.046848,0.864736,59.700001,-7.200000,16.400000,12,32,-12,56.937500,"32.937500
"
691,-0.502152,0.050752,0.856928,59.400002,-7.500000,15.600000,26,1,-8,56.937500,"32.937500
"
